6,3,7,16,26,28,35
8,4,12,17,26,46,49
1,7,15,16,25,26,40
0,4,12,23,27,31,40
6,4,15,18,21,22,38
6,1,9,11,25,26,49
2,9,21,24,25,28,47
8,5,8,9,18,22,36
2,1,6,7,22,41,49
1,2,7,28,39,40,47
5,10,11,14,24,26,48
7,12,18,21,27,30,36
0,19,23,27,30,41,48
7,1,11,12,19,25,32
3,25,31,34,37,39,42
5,3,4,18,36,37,49
8,4,5,12,18,20,33
4,16,26,30,31,32,47
8,9,18,26,38,39,42
1,7,19,32,45,47,48
3,1,2,23,26,36,43
7,1,15,29,34,37,44
3,6,13,19,25,26,44
1,23,24,25,27,29,49
7,9,17,24,27,36,48
3,24,31,32,35,37,46
4,6,17,18,28,33,37
7,4,6,16,26,29,42
1,29,30,32,33,36,44
1,2,6,16,22,44,49
4,4,6,7,39,41,44
6,13,23,27,38,43,46
4,13,17,29,38,41,42
8,2,3,15,22,35,47
0,7,33,34,39,40,47
2,2,3,17,23,27,40
7,18,22,30,36,44,49
1,8,25,31,32,33,38
1,17,19,21,27,36,41
7,5,27,37,41,45,47
0,12,15,18,26,27,33
3,14,20,29,30,35,37
5,21,22,23,34,36,49
5,14,18,19,23,37,49
7,1,10,18,39,41,49
6,5,15,25,27,47,49
3,6,9,29,36,38,49
2,2,10,29,35,45,48
6,16,23,25,28,32,49
9,2,11,19,24,28,49
3,5,7,9,21,29,34
6,3,5,8,14,33,34
3,12,16,19,28,33,48
3,8,14,18,27,40,49
6,11,16,17,18,30,40
9,21,26,27,31,35,47
3,3,9,28,30,36,46
6,10,15,19,23,38,44
6,17,20,25,31,33,37
1,4,18,19,23,33,46
4,11,15,16,17,19,45
6,11,20,21,24,30,49
7,3,6,17,20,21,42
7,7,9,10,13,35,40
4,4,7,10,11,13,38
1,4,10,15,25,34,46
8,1,18,29,32,36,42
1,1,20,22,24,33,36
9,3,8,15,18,21,31
6,3,7,14,21,46,47
7,7,14,24,37,38,43
7,1,7,11,16,19,37
5,6,23,35,40,45,46
7,2,5,9,12,20,35
9,24,28,29,32,34,48
9,11,17,20,26,37,43
8,9,16,25,28,30,32
2,3,12,13,17,18,33
9,11,18,19,29,35,43
7,7,12,16,20,25,46
0,2,3,9,14,17,27
9,5,6,18,23,30,40
4,8,13,35,38,39,44
6,4,11,31,32,38,39
0,17,19,31,37,45,46
0,11,12,14,27,37,48
8,10,15,31,34,35,45
0,5,14,32,37,46,47
6,3,22,24,25,43,45
0,5,6,14,16,31,48
2,3,13,25,27,32,48
4,3,11,15,18,33,45
7,3,5,18,31,37,45
6,4,22,24,34,36,43
8,3,6,8,26,29,38
5,5,9,13,20,39,48
5,15,20,25,28,33,41
8,17,20,27,35,41,45
6,6,16,20,22,23,24
2,15,18,26,27,37,42
7,3,6,8,29,40,47
6,18,27,33,41,44,47
6,6,15,32,36,43,47
8,5,24,28,37,40,44
1,5,24,28,30,35,42
8,8,19,34,35,40,49
7,13,18,30,38,45,48
7,1,7,17,22,29,46
0,20,26,29,38,43,48
1,3,16,27,34,42,45
7,1,23,25,31,38,47
5,1,8,12,15,46,48
7,13,23,28,30,33,46
8,12,15,19,27,34,47
5,9,20,25,27,44,48
6,4,9,33,34,42,47
8,2,4,7,10,35,37
5,12,15,19,23,29,38
6,4,6,10,11,17,25
4,2,9,11,33,47,48
7,3,5,12,19,42,44
7,1,5,17,31,34,49
5,3,9,25,31,37,43
0,23,27,29,36,38,42
9,2,12,13,19,34,46
2,3,4,27,41,44,49
6,7,16,29,36,45,47
6,10,16,24,27,47,48
2,15,23,29,35,38,48
7,1,10,19,24,30,31
6,3,8,13,15,18,42
9,13,16,34,35,39,42
3,3,4,6,10,46,48
2,4,19,31,33,40,46
5,6,22,31,33,36,43
1,6,17,25,29,48,49
3,13,17,35,37,45,46
9,16,24,37,38,40,42
8,1,5,10,25,32,37
2,2,5,13,18,25,36
5,1,3,18,28,42,44
0,30,40,41,47,48,49
1,5,14,19,22,33,41
5,1,6,7,20,29,49
9,8,9,39,40,41,43
1,7,11,31,34,35,36
2,2,22,25,32,45,46
3,6,25,29,30,31,36
0,8,11,18,26,40,49
8,5,8,10,36,46,47
9,6,13,18,24,29,31
3,1,3,14,34,42,46
0,6,7,15,16,26,32
2,8,15,16,20,31,37
9,3,17,21,22,24,39
1,4,12,21,38,39,46
4,3,9,13,15,37,46
2,6,23,27,29,30,44
6,7,13,24,28,31,32
1,1,12,14,26,27,39
0,3,5,8,19,30,47
0,17,33,37,41,42,47
3,10,18,25,36,38,44
7,4,5,9,16,19,45
9,3,9,29,30,33,39
3,2,21,26,27,33,45
0,1,14,18,32,37,45
7,3,7,9,11,27,36
2,7,9,20,24,35,36
7,2,13,16,32,45,47
7,5,13,24,32,37,41
2,8,30,35,38,40,47
5,4,6,13,16,22,40
1,6,18,20,28,42,49
4,4,15,31,37,41,42
7,3,13,14,29,40,41
9,4,9,22,27,31,41
5,3,6,18,31,39,40
7,18,24,29,30,42,47
1,14,15,20,37,40,45
0,23,26,28,31,48,49
2,6,8,23,27,31,46
5,13,29,36,47,48,49
3,6,12,25,26,44,46
6,3,7,20,33,34,48
9,1,23,30,31,37,45
4,4,12,19,32,34,41
5,8,20,21,25,43,44
4,2,16,22,30,36,43
4,4,14,25,38,44,47
4,5,13,15,17,19,36
8,4,16,22,31,40,45
7,7,8,14,22,29,44
6,4,9,25,31,38,40
4,5,6,12,13,31,35
9,6,12,24,29,36,47
3,6,7,33,35,37,42
6,16,18,29,31,35,47
6,7,13,19,22,23,36
3,3,21,29,30,34,37
5,5,10,21,22,33,36
2,2,32,34,39,42,49
9,5,11,23,31,42,43
7,6,9,10,11,18,22
2,5,11,12,19,21,48
1,8,15,21,27,29,47
2,11,13,19,20,24,49
6,38,41,42,46,48,49
5,1,9,35,37,43,46
6,8,12,20,22,32,38
5,15,19,20,33,34,36
1,10,14,20,22,39,46
3,4,9,19,40,44,47
8,3,23,26,29,42,44
1,10,15,31,36,40,48
4,3,26,28,29,46,49
6,2,5,7,9,13,22
3,12,21,23,32,41,42
4,1,4,21,22,37,39
1,4,19,27,29,36,41
6,11,18,27,38,42,45
8,6,8,19,25,29,41
1,1,9,11,44,47,49
5,2,13,14,19,47,48
6,4,16,27,31,38,47
8,1,19,24,29,35,42
7,5,10,15,16,38,41
0,10,15,25,31,42,47
9,13,18,21,35,36,45
4,11,26,32,39,43,47
6,6,16,40,41,46,49
9,1,6,12,15,21,36
2,2,8,29,32,40,44
7,3,15,22,25,29,30
7,2,3,6,11,42,49
4,1,13,17,21,44,45
1,2,21,24,41,42,47
3,4,6,27,33,40,43
3,4,11,20,23,38,41
3,10,11,12,21,30,49
8,13,19,21,34,42,48
1,1,8,31,34,43,45
7,2,37,39,42,45,48
9,19,22,27,40,45,46
9,3,14,25,30,37,39
3,3,10,26,29,30,42
5,8,19,29,40,47,48
2,5,9,24,29,35,36
9,1,23,27,39,40,45
6,5,16,17,21,23,35
7,1,13,17,22,23,35
7,2,3,34,40,42,44
2,15,21,27,30,46,47
2,1,8,10,16,18,35
1,3,15,18,30,39,41
0,2,6,9,28,33,45
9,12,30,39,44,45,46
1,5,9,29,38,42,44
3,10,14,17,22,31,34
4,2,3,5,17,25,36
4,27,28,29,34,36,42
3,9,11,28,29,35,36
1,3,8,17,28,38,42
7,16,24,26,31,34,43
8,18,24,34,44,46,48
6,12,14,16,23,37,47
8,5,7,15,23,33,37
7,13,24,27,30,43,44
0,3,26,29,31,33,48
5,8,17,27,36,47,49
8,2,12,22,32,40,45
7,4,23,36,42,44,45
8,5,9,12,17,31,38
9,4,7,11,33,38,39
5,1,7,16,19,26,31
6,1,2,11,17,37,44
9,11,22,23,28,44,48
3,6,15,17,21,25,41
4,7,11,32,39,45,46
7,9,28,31,33,40,44
0,17,18,20,29,38,44
1,1,4,16,25,28,47
0,2,7,10,18,31,42
5,5,11,24,26,28,36
9,1,12,20,33,40,41
5,5,33,38,42,43,47
2,12,13,35,45,46,48
4,2,11,13,19,20,43
5,14,25,27,32,36,45
8,4,16,20,31,34,38
4,6,19,20,25,42,48
5,4,13,14,20,27,35
2,17,22,33,36,41,47
2,7,12,18,19,23,24
8,7,13,17,37,42,44
1,1,7,13,18,27,30
2,2,3,11,25,27,35
9,10,19,28,37,42,48
4,2,8,24,31,43,46
3,12,14,22,32,41,43
4,3,16,23,33,41,47
3,9,12,28,30,34,43
0,17,22,24,39,48,49
6,7,8,12,32,42,47
7,13,16,31,37,39,49
3,1,10,30,36,38,42
3,2,10,24,31,41,49
5,2,5,11,20,22,40
7,3,7,11,22,27,42
0,6,11,21,24,31,32
7,2,5,18,33,45,47
0,3,8,9,10,29,42
5,14,19,22,29,46,47
0,9,11,16,26,36,44
5,7,23,24,41,47,49
2,2,11,19,30,38,49
5,13,19,22,28,31,34
4,1,4,22,26,34,36
9,6,11,18,21,35,49
7,2,4,28,36,39,46
6,4,15,22,39,46,48
1,9,12,17,24,41,43
4,5,18,22,25,31,44
4,13,18,26,29,42,47
0,11,22,24,27,30,46
3,11,15,28,35,39,42
7,9,13,29,34,39,49
4,4,11,17,19,25,30
9,1,5,7,32,36,41
2,4,10,11,16,27,49
5,5,19,31,34,43,47
7,2,9,17,22,23,36
4,12,17,20,21,43,46
4,3,6,8,11,47,48
1,9,31,33,42,45,49
8,1,4,11,17,27,35
3,4,25,36,39,43,47
0,5,18,33,35,42,43
0,20,25,31,33,38,43
1,16,18,21,25,40,49
1,2,11,17,20,36,42
5,14,20,36,38,41,43
3,6,13,29,35,38,48
3,1,2,7,11,14,40
3,5,11,18,34,38,41
4,14,21,24,27,42,49
1,2,32,36,38,39,44
0,6,17,19,33,36,49
7,9,15,23,28,41,44
7,8,16,29,32,38,46
6,13,14,20,25,35,47
7,8,11,25,28,34,49
1,6,11,17,24,25,44
0,2,4,10,18,27,37
7,3,15,20,34,35,43
0,1,20,24,33,38,39
4,6,8,10,24,33,42
7,8,14,18,25,28,48
4,4,20,21,34,35,45
0,16,24,31,40,44,46
1,5,18,22,27,38,48
5,1,2,8,10,29,37
3,3,15,18,26,39,40
5,1,12,19,20,36,48
3,6,10,23,39,45,49
5,1,3,7,13,19,44
0,9,22,24,35,46,49
7,11,16,28,40,41,45
8,8,31,41,43,44,48
2,1,8,23,29,35,38
0,6,19,25,26,32,33
7,6,8,12,22,27,47
4,5,7,20,21,33,43
8,10,13,20,25,33,48
0,5,8,15,37,38,44
6,4,8,16,22,28,33
2,6,14,20,25,26,27
8,2,5,9,16,41,48
6,16,20,23,34,40,47
6,1,6,20,22,24,40
4,2,7,12,23,36,43
8,1,8,11,21,26,28
9,2,7,17,32,43,45
4,24,32,33,36,40,45
9,10,11,19,33,37,38
4,1,10,16,18,20,37
7,8,19,29,35,41,49
0,1,13,14,21,25,39
4,10,11,16,17,18,30
8,2,13,27,28,35,47
1,1,2,32,41,43,44
5,12,15,25,33,41,48
2,3,5,11,13,15,40
7,1,2,3,21,39,45
6,1,2,17,19,22,48
0,3,6,22,31,47,48
7,11,12,13,37,38,39
3,2,5,7,12,13,32
9,5,8,11,40,44,45
6,7,8,16,28,30,34
6,14,21,32,37,38,44
5,7,16,19,20,30,41
6,7,23,26,38,40,43
3,1,5,15,35,37,45
0,5,6,11,31,35,42
7,12,13,16,18,32,49
3,1,4,15,16,44,45
1,6,30,33,36,40,43
9,3,6,10,12,34,47
9,8,12,23,38,41,48
6,5,19,21,27,32,46
9,7,14,15,20,29,47
9,4,10,25,29,40,48
4,3,6,15,26,30,42
3,9,18,30,39,45,1
7,2,4,9,19,23,47
4,1,9,10,23,24,27
7,1,3,7,29,33,35
6,7,8,11,21,30,46
8,4,19,24,44,47,48
3,1,3,18,30,31,41
7,2,12,15,16,17,35
4,4,11,14,23,24,48
6,4,12,13,19,31,46
4,1,12,16,24,31,48
6,5,23,29,34,36,40
0,9,10,18,19,36,37
7,4,6,9,15,27,45
5,2,4,18,19,20,46
0,18,22,25,26,36,48
0,1,18,24,27,37,47
1,1,4,24,25,34,48
0,12,13,21,23,31,46
1,1,15,21,37,42,43
8,4,5,6,10,15,21
2,10,13,22,23,42,47
6,1,2,18,34,42,44
1,2,5,15,25,26,41
4,5,7,14,25,38,45
2,3,8,17,38,40,43
7,2,23,34,35,44,46
8,9,10,16,44,45,46
0,10,14,15,35,39,45
1,5,14,31,35,44,47
3,1,7,17,22,41,49
0,1,5,11,23,29,49
7,1,22,25,28,37,44
2,11,19,21,29,35,36
5,5,6,9,20,33,46
0,13,17,19,24,29,45
8,4,10,15,27,32,47
2,5,9,10,18,20,49
9,2,8,23,29,31,43
6,2,8,25,32,40,47
6,1,12,15,26,33,49
9,17,25,30,33,38,49
2,7,8,18,38,39,48
3,3,8,14,22,23,45
3,8,10,11,19,31,47
5,1,4,8,24,26,39
2,1,3,5,6,30,41
3,9,14,18,19,30,40
1,6,12,22,34,46,49
1,2,17,19,29,39,48
6,7,22,25,27,43,48
0,7,12,15,16,19,23
7,6,9,11,12,24,33
7,11,18,24,25,41,46
0,3,5,16,39,48,49
7,2,5,15,20,39,44
3,13,21,23,30,41,44
7,6,23,25,33,34,43
5,8,21,27,37,40,41
2,6,9,21,34,36,49
7,3,5,13,21,22,31
7,19,20,27,30,41,47
4,11,14,16,31,36,43
